;fecha;total_uci;Localizacion;Provincia
516;2020-04-07;66,0;Cantabria, Spain;Cantabria
517;2020-04-08;69,0;Cantabria, Spain;Cantabria
518;2020-04-09;71,0;Cantabria, Spain;Cantabria
519;2020-04-10;73,0;Cantabria, Spain;Cantabria
520;2020-04-11;75,0;Cantabria, Spain;Cantabria
521;2020-04-12;75,0;Cantabria, Spain;Cantabria
522;2020-04-13;75,0;Cantabria, Spain;Cantabria
523;2020-04-14;76,0;Cantabria, Spain;Cantabria
524;2020-04-15;76,0;Cantabria, Spain;Cantabria
525;2020-04-16;77,0;Cantabria, Spain;Cantabria
526;2020-04-17;78,0;Cantabria, Spain;Cantabria
527;2020-04-18;78,0;Cantabria, Spain;Cantabria
528;2020-04-19;78,0;Cantabria, Spain;Cantabria
529;2020-04-20;78,0;Cantabria, Spain;Cantabria
530;2020-04-21;78,0;Cantabria, Spain;Cantabria
531;2020-04-22;78,0;Cantabria, Spain;Cantabria
532;2020-04-23;78,0;Cantabria, Spain;Cantabria
533;2020-04-24;78,0;Cantabria, Spain;Cantabria
534;2020-04-25;78,0;Cantabria, Spain;Cantabria
535;2020-04-26;78,0;Cantabria, Spain;Cantabria
536;2020-04-27;78,0;Cantabria, Spain;Cantabria
537;2020-04-28;78,0;Cantabria, Spain;Cantabria
538;2020-04-29;79,0;Cantabria, Spain;Cantabria
539;2020-04-30;79,0;Cantabria, Spain;Cantabria
540;2020-05-01;79,0;Cantabria, Spain;Cantabria
541;2020-05-02;79,0;Cantabria, Spain;Cantabria
542;2020-05-03;79,0;Cantabria, Spain;Cantabria
543;2020-05-04;79,0;Cantabria, Spain;Cantabria
544;2020-05-05;79,0;Cantabria, Spain;Cantabria
545;2020-05-06;79,0;Cantabria, Spain;Cantabria
546;2020-05-07;79,0;Cantabria, Spain;Cantabria
547;2020-05-08;79,0;Cantabria, Spain;Cantabria
548;2020-05-09;79,0;Cantabria, Spain;Cantabria
549;2020-05-10;79,0;Cantabria, Spain;Cantabria
550;2020-05-11;79,0;Cantabria, Spain;Cantabria
551;2020-05-12;79,0;Cantabria, Spain;Cantabria
552;2020-05-13;79,0;Cantabria, Spain;Cantabria
553;2020-05-14;79,0;Cantabria, Spain;Cantabria
554;2020-05-15;79,0;Cantabria, Spain;Cantabria
555;2020-05-16;79,0;Cantabria, Spain;Cantabria
556;2020-05-17;79,0;Cantabria, Spain;Cantabria
557;2020-05-18;79,0;Cantabria, Spain;Cantabria
558;2020-05-19;79,0;Cantabria, Spain;Cantabria
559;2020-05-20;79,0;Cantabria, Spain;Cantabria
560;2020-05-21;79,0;Cantabria, Spain;Cantabria
561;2020-05-22;79,0;Cantabria, Spain;Cantabria
562;2020-05-23;79,0;Cantabria, Spain;Cantabria
563;2020-05-24;79,0;Cantabria, Spain;Cantabria
564;2020-02-21;;Castilla La Mancha, Spain;Castilla La Mancha
565;2020-02-22;;Castilla La Mancha, Spain;Castilla La Mancha
566;2020-02-23;;Castilla La Mancha, Spain;Castilla La Mancha
567;2020-02-24;;Castilla La Mancha, Spain;Castilla La Mancha
568;2020-02-25;;Castilla La Mancha, Spain;Castilla La Mancha
569;2020-02-26;;Castilla La Mancha, Spain;Castilla La Mancha
570;2020-02-27;;Castilla La Mancha, Spain;Castilla La Mancha
571;2020-02-28;;Castilla La Mancha, Spain;Castilla La Mancha
572;2020-02-29;;Castilla La Mancha, Spain;Castilla La Mancha
573;2020-03-01;;Castilla La Mancha, Spain;Castilla La Mancha
574;2020-03-02;;Castilla La Mancha, Spain;Castilla La Mancha
575;2020-03-03;;Castilla La Mancha, Spain;Castilla La Mancha
576;2020-03-04;;Castilla La Mancha, Spain;Castilla La Mancha
577;2020-03-05;;Castilla La Mancha, Spain;Castilla La Mancha
578;2020-03-06;;Castilla La Mancha, Spain;Castilla La Mancha
579;2020-03-07;;Castilla La Mancha, Spain;Castilla La Mancha
580;2020-03-08;;Castilla La Mancha, Spain;Castilla La Mancha
581;2020-03-09;2,0;Castilla La Mancha, Spain;Castilla La Mancha
582;2020-03-10;3,0;Castilla La Mancha, Spain;Castilla La Mancha
583;2020-03-11;5,0;Castilla La Mancha, Spain;Castilla La Mancha
584;2020-03-12;9,0;Castilla La Mancha, Spain;Castilla La Mancha
585;2020-03-13;10,0;Castilla La Mancha, Spain;Castilla La Mancha
586;2020-03-14;22,0;Castilla La Mancha, Spain;Castilla La Mancha
587;2020-03-15;56,0;Castilla La Mancha, Spain;Castilla La Mancha
588;2020-03-16;78,0;Castilla La Mancha, Spain;Castilla La Mancha
589;2020-03-17;95,0;Castilla La Mancha, Spain;Castilla La Mancha
590;2020-03-18;123,0;Castilla La Mancha, Spain;Castilla La Mancha
591;2020-03-19;161,0;Castilla La Mancha, Spain;Castilla La Mancha
592;2020-03-20;180,0;Castilla La Mancha, Spain;Castilla La Mancha
593;2020-03-21;208,0;Castilla La Mancha, Spain;Castilla La Mancha
594;2020-03-22;249,0;Castilla La Mancha, Spain;Castilla La Mancha
595;2020-03-23;266,0;Castilla La Mancha, Spain;Castilla La Mancha
596;2020-03-24;306,0;Castilla La Mancha, Spain;Castilla La Mancha
597;2020-03-25;334,0;Castilla La Mancha, Spain;Castilla La Mancha
598;2020-03-26;351,0;Castilla La Mancha, Spain;Castilla La Mancha
599;2020-03-27;367,0;Castilla La Mancha, Spain;Castilla La Mancha
600;2020-03-28;383,0;Castilla La Mancha, Spain;Castilla La Mancha
601;2020-03-29;393,0;Castilla La Mancha, Spain;Castilla La Mancha
602;2020-03-30;403,0;Castilla La Mancha, Spain;Castilla La Mancha
603;2020-03-31;408,0;Castilla La Mancha, Spain;Castilla La Mancha
604;2020-04-01;417,0;Castilla La Mancha, Spain;Castilla La Mancha
605;2020-04-02;424,0;Castilla La Mancha, Spain;Castilla La Mancha
606;2020-04-03;431,0;Castilla La Mancha, Spain;Castilla La Mancha
607;2020-04-04;437,0;Castilla La Mancha, Spain;Castilla La Mancha
608;2020-04-05;441,0;Castilla La Mancha, Spain;Castilla La Mancha
609;2020-04-06;445,0;Castilla La Mancha, Spain;Castilla La Mancha
610;2020-04-07;451,0;Castilla La Mancha, Spain;Castilla La Mancha
611;2020-04-08;454,0;Castilla La Mancha, Spain;Castilla La Mancha
612;2020-04-09;460,0;Castilla La Mancha, Spain;Castilla La Mancha
613;2020-04-10;466,0;Castilla La Mancha, Spain;Castilla La Mancha
614;2020-04-11;470,0;Castilla La Mancha, Spain;Castilla La Mancha
615;2020-04-12;473,0;Castilla La Mancha, Spain;Castilla La Mancha
616;2020-04-13;475,0;Castilla La Mancha, Spain;Castilla La Mancha
617;2020-04-14;486,0;Castilla La Mancha, Spain;Castilla La Mancha
618;2020-04-15;495,0;Castilla La Mancha, Spain;Castilla La Mancha
619;2020-04-16;503,0;Castilla La Mancha, Spain;Castilla La Mancha
620;2020-04-17;511,0;Castilla La Mancha, Spain;Castilla La Mancha
621;2020-04-18;514,0;Castilla La Mancha, Spain;Castilla La Mancha
622;2020-04-19;518,0;Castilla La Mancha, Spain;Castilla La Mancha
623;2020-04-20;531,0;Castilla La Mancha, Spain;Castilla La Mancha
624;2020-04-21;534,0;Castilla La Mancha, Spain;Castilla La Mancha
625;2020-04-22;537,0;Castilla La Mancha, Spain;Castilla La Mancha
626;2020-04-23;546,0;Castilla La Mancha, Spain;Castilla La Mancha
627;2020-04-24;553,0;Castilla La Mancha, Spain;Castilla La Mancha
628;2020-04-25;559,0;Castilla La Mancha, Spain;Castilla La Mancha
629;2020-04-26;565,0;Castilla La Mancha, Spain;Castilla La Mancha
630;2020-04-27;579,0;Castilla La Mancha, Spain;Castilla La Mancha
631;2020-04-28;584,0;Castilla La Mancha, Spain;Castilla La Mancha
632;2020-04-29;588,0;Castilla La Mancha, Spain;Castilla La Mancha
633;2020-04-30;592,0;Castilla La Mancha, Spain;Castilla La Mancha
634;2020-05-01;596,0;Castilla La Mancha, Spain;Castilla La Mancha
635;2020-05-02;601,0;Castilla La Mancha, Spain;Castilla La Mancha
636;2020-05-03;604,0;Castilla La Mancha, Spain;Castilla La Mancha
637;2020-05-04;606,0;Castilla La Mancha, Spain;Castilla La Mancha
638;2020-05-05;609,0;Castilla La Mancha, Spain;Castilla La Mancha
639;2020-05-06;612,0;Castilla La Mancha, Spain;Castilla La Mancha
640;2020-05-07;613,0;Castilla La Mancha, Spain;Castilla La Mancha
641;2020-05-08;617,0;Castilla La Mancha, Spain;Castilla La Mancha
642;2020-05-09;621,0;Castilla La Mancha, Spain;Castilla La Mancha
643;2020-05-10;623,0;Castilla La Mancha, Spain;Castilla La Mancha
644;2020-05-11;624,0;Castilla La Mancha, Spain;Castilla La Mancha
645;2020-05-12;629,0;Castilla La Mancha, Spain;Castilla La Mancha
646;2020-05-13;632,0;Castilla La Mancha, Spain;Castilla La Mancha
647;2020-05-14;634,0;Castilla La Mancha, Spain;Castilla La Mancha
648;2020-05-15;635,0;Castilla La Mancha, Spain;Castilla La Mancha
649;2020-05-16;636,0;Castilla La Mancha, Spain;Castilla La Mancha
650;2020-05-17;637,0;Castilla La Mancha, Spain;Castilla La Mancha
651;2020-05-18;637,0;Castilla La Mancha, Spain;Castilla La Mancha
652;2020-05-19;638,0;Castilla La Mancha, Spain;Castilla La Mancha
653;2020-05-20;639,0;Castilla La Mancha, Spain;Castilla La Mancha
654;2020-05-21;639,0;Castilla La Mancha, Spain;Castilla La Mancha
655;2020-05-22;640,0;Castilla La Mancha, Spain;Castilla La Mancha
656;2020-05-23;641,0;Castilla La Mancha, Spain;Castilla La Mancha
657;2020-05-24;642,0;Castilla La Mancha, Spain;Castilla La Mancha
658;2020-02-21;;Castilla y Leon, Spain;Castilla y Leon
659;2020-02-22;;Castilla y Leon, Spain;Castilla y Leon
660;2020-02-23;;Castilla y Leon, Spain;Castilla y Leon
661;2020-02-24;;Castilla y Leon, Spain;Castilla y Leon
662;2020-02-25;;Castilla y Leon, Spain;Castilla y Leon
663;2020-02-26;;Castilla y Leon, Spain;Castilla y Leon
664;2020-02-27;;Castilla y Leon, Spain;Castilla y Leon
665;2020-02-28;;Castilla y Leon, Spain;Castilla y Leon
666;2020-02-29;;Castilla y Leon, Spain;Castilla y Leon
667;2020-03-01;;Castilla y Leon, Spain;Castilla y Leon
668;2020-03-02;;Castilla y Leon, Spain;Castilla y Leon
669;2020-03-03;;Castilla y Leon, Spain;Castilla y Leon
670;2020-03-04;;Castilla y Leon, Spain;Castilla y Leon
671;2020-03-05;;Castilla y Leon, Spain;Castilla y Leon
672;2020-03-06;;Castilla y Leon, Spain;Castilla y Leon
673;2020-03-07;;Castilla y Leon, Spain;Castilla y Leon
674;2020-03-08;;Castilla y Leon, Spain;Castilla y Leon
675;2020-03-09;2,0;Castilla y Leon, Spain;Castilla y Leon
676;2020-03-10;2,0;Castilla y Leon, Spain;Castilla y Leon
677;2020-03-11;5,0;Castilla y Leon, Spain;Castilla y Leon
678;2020-03-12;7,0;Castilla y Leon, Spain;Castilla y Leon
679;2020-03-13;8,0;Castilla y Leon, Spain;Castilla y Leon
680;2020-03-14;15,0;Castilla y Leon, Spain;Castilla y Leon
681;2020-03-15;22,0;Castilla y Leon, Spain;Castilla y Leon
682;2020-03-16;29,0;Castilla y Leon, Spain;Castilla y Leon
683;2020-03-17;36,0;Castilla y Leon, Spain;Castilla y Leon
684;2020-03-18;50,0;Castilla y Leon, Spain;Castilla y Leon
685;2020-03-19;63,0;Castilla y Leon, Spain;Castilla y Leon
686;2020-03-20;75,0;Castilla y Leon, Spain;Castilla y Leon
687;2020-03-21;96,0;Castilla y Leon, Spain;Castilla y Leon
688;2020-03-22;111,0;Castilla y Leon, Spain;Castilla y Leon
689;2020-03-23;130,0;Castilla y Leon, Spain;Castilla y Leon
690;2020-03-24;151,0;Castilla y Leon, Spain;Castilla y Leon
691;2020-03-25;179,0;Castilla y Leon, Spain;Castilla y Leon
692;2020-03-26;198,0;Castilla y Leon, Spain;Castilla y Leon
693;2020-03-27;215,0;Castilla y Leon, Spain;Castilla y Leon
694;2020-03-28;238,0;Castilla y Leon, Spain;Castilla y Leon
695;2020-03-29;261,0;Castilla y Leon, Spain;Castilla y Leon
696;2020-03-30;272,0;Castilla y Leon, Spain;Castilla y Leon
697;2020-03-31;294,0;Castilla y Leon, Spain;Castilla y Leon
698;2020-04-01;318,0;Castilla y Leon, Spain;Castilla y Leon
699;2020-04-02;332,0;Castilla y Leon, Spain;Castilla y Leon
700;2020-04-03;342,0;Castilla y Leon, Spain;Castilla y Leon
701;2020-04-04;351,0;Castilla y Leon, Spain;Castilla y Leon
702;2020-04-05;361,0;Castilla y Leon, Spain;Castilla y Leon
703;2020-04-06;368,0;Castilla y Leon, Spain;Castilla y Leon
704;2020-04-07;375,0;Castilla y Leon, Spain;Castilla y Leon
705;2020-04-08;386,0;Castilla y Leon, Spain;Castilla y Leon
706;2020-04-09;399,0;Castilla y Leon, Spain;Castilla y Leon
707;2020-04-10;407,0;Castilla y Leon, Spain;Castilla y Leon
708;2020-04-11;414,0;Castilla y Leon, Spain;Castilla y Leon
709;2020-04-12;418,0;Castilla y Leon, Spain;Castilla y Leon
710;2020-04-13;423,0;Castilla y Leon, Spain;Castilla y Leon
711;2020-04-14;432,0;Castilla y Leon, Spain;Castilla y Leon
712;2020-04-15;440,0;Castilla y Leon, Spain;Castilla y Leon
713;2020-04-16;445,0;Castilla y Leon, Spain;Castilla y Leon
714;2020-04-17;449,0;Castilla y Leon, Spain;Castilla y Leon
715;2020-04-18;495,0;Castilla y Leon, Spain;Castilla y Leon
716;2020-04-19;498,0;Castilla y Leon, Spain;Castilla y Leon
717;2020-04-20;501,0;Castilla y Leon, Spain;Castilla y Leon
718;2020-04-21;503,0;Castilla y Leon, Spain;Castilla y Leon
719;2020-04-22;505,0;Castilla y Leon, Spain;Castilla y Leon
720;2020-04-23;508,0;Castilla y Leon, Spain;Castilla y Leon
721;2020-04-24;510,0;Castilla y Leon, Spain;Castilla y Leon
722;2020-04-25;511,0;Castilla y Leon, Spain;Castilla y Leon
723;2020-04-26;515,0;Castilla y Leon, Spain;Castilla y Leon
724;2020-04-27;518,0;Castilla y Leon, Spain;Castilla y Leon
725;2020-04-28;522,0;Castilla y Leon, Spain;Castilla y Leon
726;2020-04-29;524,0;Castilla y Leon, Spain;Castilla y Leon
727;2020-04-30;528,0;Castilla y Leon, Spain;Castilla y Leon
728;2020-05-01;531,0;Castilla y Leon, Spain;Castilla y Leon
729;2020-05-02;531,0;Castilla y Leon, Spain;Castilla y Leon
730;2020-05-03;533,0;Castilla y Leon, Spain;Castilla y Leon
731;2020-05-04;534,0;Castilla y Leon, Spain;Castilla y Leon
732;2020-05-05;537,0;Castilla y Leon, Spain;Castilla y Leon
733;2020-05-06;538,0;Castilla y Leon, Spain;Castilla y Leon
734;2020-05-07;541,0;Castilla y Leon, Spain;Castilla y Leon
735;2020-05-08;543,0;Castilla y Leon, Spain;Castilla y Leon
736;2020-05-09;546,0;Castilla y Leon, Spain;Castilla y Leon
737;2020-05-10;546,0;Castilla y Leon, Spain;Castilla y Leon
738;2020-05-11;547,0;Castilla y Leon, Spain;Castilla y Leon
739;2020-05-12;547,0;Castilla y Leon, Spain;Castilla y Leon
740;2020-05-13;547,0;Castilla y Leon, Spain;Castilla y Leon
741;2020-05-14;548,0;Castilla y Leon, Spain;Castilla y Leon
742;2020-05-15;548,0;Castilla y Leon, Spain;Castilla y Leon
743;2020-05-16;549,0;Castilla y Leon, Spain;Castilla y Leon
744;2020-05-17;550,0;Castilla y Leon, Spain;Castilla y Leon
745;2020-05-18;551,0;Castilla y Leon, Spain;Castilla y Leon
746;2020-05-19;551,0;Castilla y Leon, Spain;Castilla y Leon
747;2020-05-20;555,0;Castilla y Leon, Spain;Castilla y Leon
748;2020-05-21;561,0;Castilla y Leon, Spain;Castilla y Leon
749;2020-05-22;557,0;Castilla y Leon, Spain;Castilla y Leon
750;2020-05-23;557,0;Castilla y Leon, Spain;Castilla y Leon
751;2020-05-24;557,0;Castilla y Leon, Spain;Castilla y Leon
752;2020-02-21;;Cataluña, Spain;Cataluña
753;2020-02-22;;Cataluña, Spain;Cataluña
754;2020-02-23;;Cataluña, Spain;Cataluña
755;2020-02-24;;Cataluña, Spain;Cataluña
756;2020-02-25;;Cataluña, Spain;Cataluña
757;2020-02-26;;Cataluña, Spain;Cataluña
758;2020-02-27;;Cataluña, Spain;Cataluña
759;2020-02-28;;Cataluña, Spain;Cataluña
760;2020-02-29;;Cataluña, Spain;Cataluña
761;2020-03-01;;Cataluña, Spain;Cataluña
762;2020-03-02;;Cataluña, Spain;Cataluña
763;2020-03-03;;Cataluña, Spain;Cataluña
764;2020-03-04;;Cataluña, Spain;Cataluña
765;2020-03-05;;Cataluña, Spain;Cataluña
766;2020-03-06;;Cataluña, Spain;Cataluña
767;2020-03-07;;Cataluña, Spain;Cataluña
768;2020-03-08;;Cataluña, Spain;Cataluña
769;2020-03-09;5,0;Cataluña, Spain;Cataluña
770;2020-03-10;7,0;Cataluña, Spain;Cataluña
771;2020-03-11;8,0;Cataluña, Spain;Cataluña
772;2020-03-12;16,0;Cataluña, Spain;Cataluña
773;2020-03-13;22,0;Cataluña, Spain;Cataluña
774;2020-03-14;29,0;Cataluña, Spain;Cataluña
775;2020-03-15;40,0;Cataluña, Spain;Cataluña
776;2020-03-16;52,0;Cataluña, Spain;Cataluña
777;2020-03-17;73,0;Cataluña, Spain;Cataluña
778;2020-03-18;101,0;Cataluña, Spain;Cataluña
779;2020-03-19;118,0;Cataluña, Spain;Cataluña
780;2020-03-20;175,0;Cataluña, Spain;Cataluña
781;2020-03-21;271,0;Cataluña, Spain;Cataluña
782;2020-03-22;290,0;Cataluña, Spain;Cataluña
783;2020-03-23;308,0;Cataluña, Spain;Cataluña
784;2020-03-24;471,0;Cataluña, Spain;Cataluña
785;2020-03-25;713,0;Cataluña, Spain;Cataluña
786;2020-03-26;764,0;Cataluña, Spain;Cataluña
787;2020-03-27;972,0;Cataluña, Spain;Cataluña
788;2020-03-28;1036,0;Cataluña, Spain;Cataluña
789;2020-03-29;1080,0;Cataluña, Spain;Cataluña
790;2020-03-30;1150,0;Cataluña, Spain;Cataluña
791;2020-03-31;1218,0;Cataluña, Spain;Cataluña
792;2020-04-01;1345,0;Cataluña, Spain;Cataluña
793;2020-04-02;1415,0;Cataluña, Spain;Cataluña
794;2020-04-03;1482,0;Cataluña, Spain;Cataluña
795;2020-04-04;1569,0;Cataluña, Spain;Cataluña
796;2020-04-05;1653,0;Cataluña, Spain;Cataluña
797;2020-04-06;1685,0;Cataluña, Spain;Cataluña
798;2020-04-07;1740,0;Cataluña, Spain;Cataluña
799;2020-04-08;1829,0;Cataluña, Spain;Cataluña
800;2020-04-09;1946,0;Cataluña, Spain;Cataluña
801;2020-04-10;1966,0;Cataluña, Spain;Cataluña
802;2020-04-11;1989,0;Cataluña, Spain;Cataluña
803;2020-04-12;2018,0;Cataluña, Spain;Cataluña
804;2020-04-13;2084,0;Cataluña, Spain;Cataluña
805;2020-04-14;2102,0;Cataluña, Spain;Cataluña
806;2020-04-15;2189,0;Cataluña, Spain;Cataluña
807;2020-04-16;2252,0;Cataluña, Spain;Cataluña
808;2020-04-17;2305,0;Cataluña, Spain;Cataluña
809;2020-04-18;2349,0;Cataluña, Spain;Cataluña
810;2020-04-19;2395,0;Cataluña, Spain;Cataluña
811;2020-04-20;2409,0;Cataluña, Spain;Cataluña
812;2020-04-21;2437,0;Cataluña, Spain;Cataluña
813;2020-04-22;2460,0;Cataluña, Spain;Cataluña
814;2020-04-23;2478,0;Cataluña, Spain;Cataluña
815;2020-04-24;2569,0;Cataluña, Spain;Cataluña
816;2020-04-25;2576,0;Cataluña, Spain;Cataluña
817;2020-04-26;2583,0;Cataluña, Spain;Cataluña
818;2020-04-27;2724,0;Cataluña, Spain;Cataluña
819;2020-04-28;2750,0;Cataluña, Spain;Cataluña
820;2020-04-29;2768,0;Cataluña, Spain;Cataluña
821;2020-04-30;2784,0;Cataluña, Spain;Cataluña
822;2020-05-01;2795,0;Cataluña, Spain;Cataluña
823;2020-05-02;2811,0;Cataluña, Spain;Cataluña
824;2020-05-03;2844,0;Cataluña, Spain;Cataluña
825;2020-05-04;2847,0;Cataluña, Spain;Cataluña
826;2020-05-05;2856,0;Cataluña, Spain;Cataluña
827;2020-05-06;2871,0;Cataluña, Spain;Cataluña
828;2020-05-07;2891,0;Cataluña, Spain;Cataluña
829;2020-05-08;2949,0;Cataluña, Spain;Cataluña
830;2020-05-09;2950,0;Cataluña, Spain;Cataluña
831;2020-05-10;2951,0;Cataluña, Spain;Cataluña
832;2020-05-11;2952,0;Cataluña, Spain;Cataluña
833;2020-05-12;2952,0;Cataluña, Spain;Cataluña
834;2020-05-13;2953,0;Cataluña, Spain;Cataluña
835;2020-05-14;2954,0;Cataluña, Spain;Cataluña
836;2020-05-15;2955,0;Cataluña, Spain;Cataluña
837;2020-05-16;2956,0;Cataluña, Spain;Cataluña
838;2020-05-17;2957,0;Cataluña, Spain;Cataluña
839;2020-05-18;2957,0;Cataluña, Spain;Cataluña
840;2020-05-19;2960,0;Cataluña, Spain;Cataluña
841;2020-05-20;2969,0;Cataluña, Spain;Cataluña
842;2020-05-21;2969,0;Cataluña, Spain;Cataluña
843;2020-05-22;2969,0;Cataluña, Spain;Cataluña
844;2020-05-23;2969,0;Cataluña, Spain;Cataluña
845;2020-05-24;2969,0;Cataluña, Spain;Cataluña
846;2020-02-21;;Ceuta, Spain;Ceuta
847;2020-02-22;;Ceuta, Spain;Ceuta
848;2020-02-23;;Ceuta, Spain;Ceuta
849;2020-02-24;;Ceuta, Spain;Ceuta
850;2020-02-25;;Ceuta, Spain;Ceuta
851;2020-02-26;;Ceuta, Spain;Ceuta
852;2020-02-27;;Ceuta, Spain;Ceuta
853;2020-02-28;;Ceuta, Spain;Ceuta
854;2020-02-29;;Ceuta, Spain;Ceuta
855;2020-03-01;;Ceuta, Spain;Ceuta
856;2020-03-02;;Ceuta, Spain;Ceuta
857;2020-03-03;;Ceuta, Spain;Ceuta
858;2020-03-04;;Ceuta, Spain;Ceuta
859;2020-03-05;;Ceuta, Spain;Ceuta
860;2020-03-06;;Ceuta, Spain;Ceuta
861;2020-03-07;;Ceuta, Spain;Ceuta
862;2020-03-08;;Ceuta, Spain;Ceuta
863;2020-03-09;0,0;Ceuta, Spain;Ceuta
864;2020-03-10;0,0;Ceuta, Spain;Ceuta
865;2020-03-11;0,0;Ceuta, Spain;Ceuta
866;2020-03-12;0,0;Ceuta, Spain;Ceuta
867;2020-03-13;0,0;Ceuta, Spain;Ceuta
868;2020-03-14;0,0;Ceuta, Spain;Ceuta
869;2020-03-15;0,0;Ceuta, Spain;Ceuta
870;2020-03-16;0,0;Ceuta, Spain;Ceuta
871;2020-03-17;0,0;Ceuta, Spain;Ceuta
872;2020-03-18;0,0;Ceuta, Spain;Ceuta
873;2020-03-19;0,0;Ceuta, Spain;Ceuta
874;2020-03-20;0,0;Ceuta, Spain;Ceuta
875;2020-03-21;0,0;Ceuta, Spain;Ceuta
876;2020-03-22;0,0;Ceuta, Spain;Ceuta
877;2020-03-23;0,0;Ceuta, Spain;Ceuta
878;2020-03-24;0,0;Ceuta, Spain;Ceuta
879;2020-03-25;1,0;Ceuta, Spain;Ceuta
880;2020-03-26;2,0;Ceuta, Spain;Ceuta
881;2020-03-27;2,0;Ceuta, Spain;Ceuta
882;2020-03-28;2,0;Ceuta, Spain;Ceuta
883;2020-03-29;2,0;Ceuta, Spain;Ceuta
884;2020-03-30;2,0;Ceuta, Spain;Ceuta
885;2020-03-31;3,0;Ceuta, Spain;Ceuta
886;2020-04-01;3,0;Ceuta, Spain;Ceuta
887;2020-04-02;3,0;Ceuta, Spain;Ceuta
888;2020-04-03;3,0;Ceuta, Spain;Ceuta
889;2020-04-04;4,0;Ceuta, Spain;Ceuta
890;2020-04-05;4,0;Ceuta, Spain;Ceuta
891;2020-04-06;4,0;Ceuta, Spain;Ceuta
892;2020-04-07;4,0;Ceuta, Spain;Ceuta
893;2020-04-08;4,0;Ceuta, Spain;Ceuta
894;2020-04-09;4,0;Ceuta, Spain;Ceuta
895;2020-04-10;4,0;Ceuta, Spain;Ceuta
896;2020-04-11;4,0;Ceuta, Spain;Ceuta
897;2020-04-12;4,0;Ceuta, Spain;Ceuta
898;2020-04-13;4,0;Ceuta, Spain;Ceuta
899;2020-04-14;4,0;Ceuta, Spain;Ceuta
900;2020-04-15;4,0;Ceuta, Spain;Ceuta
901;2020-04-16;4,0;Ceuta, Spain;Ceuta
902;2020-04-17;4,0;Ceuta, Spain;Ceuta
903;2020-04-18;4,0;Ceuta, Spain;Ceuta
904;2020-04-19;4,0;Ceuta, Spain;Ceuta
905;2020-04-20;4,0;Ceuta, Spain;Ceuta
906;2020-04-21;4,0;Ceuta, Spain;Ceuta
907;2020-04-22;4,0;Ceuta, Spain;Ceuta
908;2020-04-23;4,0;Ceuta, Spain;Ceuta
909;2020-04-24;4,0;Ceuta, Spain;Ceuta
910;2020-04-25;4,0;Ceuta, Spain;Ceuta
911;2020-04-26;4,0;Ceuta, Spain;Ceuta
912;2020-04-27;4,0;Ceuta, Spain;Ceuta
913;2020-04-28;4,0;Ceuta, Spain;Ceuta
914;2020-04-29;4,0;Ceuta, Spain;Ceuta
915;2020-04-30;4,0;Ceuta, Spain;Ceuta
916;2020-05-01;4,0;Ceuta, Spain;Ceuta
917;2020-05-02;4,0;Ceuta, Spain;Ceuta
918;2020-05-03;4,0;Ceuta, Spain;Ceuta
919;2020-05-04;4,0;Ceuta, Spain;Ceuta
920;2020-05-05;4,0;Ceuta, Spain;Ceuta
921;2020-05-06;4,0;Ceuta, Spain;Ceuta
922;2020-05-07;4,0;Ceuta, Spain;Ceuta
923;2020-05-08;4,0;Ceuta, Spain;Ceuta
924;2020-05-09;4,0;Ceuta, Spain;Ceuta
925;2020-05-10;4,0;Ceuta, Spain;Ceuta
926;2020-05-11;4,0;Ceuta, Spain;Ceuta
927;2020-05-12;4,0;Ceuta, Spain;Ceuta
928;2020-05-13;4,0;Ceuta, Spain;Ceuta
929;2020-05-14;4,0;Ceuta, Spain;Ceuta
930;2020-05-15;4,0;Ceuta, Spain;Ceuta
931;2020-05-16;4,0;Ceuta, Spain;Ceuta
932;2020-05-17;4,0;Ceuta, Spain;Ceuta
933;2020-05-18;4,0;Ceuta, Spain;Ceuta
934;2020-05-19;4,0;Ceuta, Spain;Ceuta
935;2020-05-20;4,0;Ceuta, Spain;Ceuta
936;2020-05-21;4,0;Ceuta, Spain;Ceuta
937;2020-05-22;4,0;Ceuta, Spain;Ceuta
938;2020-05-23;4,0;Ceuta, Spain;Ceuta
939;2020-05-24;4,0;Ceuta, Spain;Ceuta
940;2020-02-21;0,0;Valencia, Spain;Valencia
941;2020-02-22;1,0;Valencia, Spain;Valencia
942;2020-02-23;1,0;Valencia, Spain;Valencia
943;2020-02-24;2,0;Valencia, Spain;Valencia
944;2020-02-25;2,0;Valencia, Spain;Valencia
945;2020-02-26;2,0;Valencia, Spain;Valencia
946;2020-02-27;3,0;Valencia, Spain;Valencia
947;2020-02-28;3,0;Valencia, Spain;Valencia
948;2020-02-29;3,0;Valencia, Spain;Valencia
949;2020-03-01;3,0;Valencia, Spain;Valencia
950;2020-03-02;3,0;Valencia, Spain;Valencia
951;2020-03-03;3,0;Valencia, Spain;Valencia
952;2020-03-04;5,0;Valencia, Spain;Valencia
953;2020-03-05;6,0;Valencia, Spain;Valencia
954;2020-03-06;8,0;Valencia, Spain;Valencia
955;2020-03-07;8,0;Valencia, Spain;Valencia
956;2020-03-08;9,0;Valencia, Spain;Valencia
957;2020-03-09;9,0;Valencia, Spain;Valencia
958;2020-03-10;10,0;Valencia, Spain;Valencia
